weryfikator,czy_blad,blad_pytania_nr,koder,lp_koder,lp_szkoly,klasa,oddział,id_ucznia,miejsc,Format,woj_nr,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_M,P10_JP,P10P,P10B,P10C,P10F,P11,P12,P13_01,P13_02,P13_03,P13_04,P13_05,P13_06,P13_07,P13_08,P13_09,P13_10,P13_I,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P 16,P 17,P 18,P 19,P 20,P 21,P 22,P 23,P 24,P 25,P 26,P 27,P 28,P 29,P 30,P 31,P 32,P 33,P 34,P 35,P 36,P 37,P 38,P 39,P 40,P 41,P 42,P 43,P 44,P 45,P 45a,P 45b,P 45c,P 45e,P 45f,P 45g,P 45h,P 45i,P 45k,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W3,W4,W5_1A,W5_2A,W5_3A,W5_4A,W5_1B,W5_2B,W5_3B,W5_4B,W5_1C,W5_2C,W5_3C,W5_4C,W5_1D,W5_2D,W5_3D,W5_4D,W5_1E,W5_2E,W5_3E,W5_4E,W5_1F,W5_2F,W5_3F,W5_4F,W5_1G,W5_2G,W5_3G,W5_4G,W5_1H,W5_2H,W5_3H,W5_4H,W5_1I,W5_2I,W5_3I,W5_4I,W5_1J,W5_2J,W5_3J,W5_4J,W5_1K,W5_2K,W5_3K,W5_4K,W5_1L,W5_2L,W5_3L,W5_4L,W5_1M,W5_2M,W5_3M,W5_4M,W5_1N,W5_2N,W5_3N,W5_4N,W5_1O,W5_2O,W5_3O,W5_4O,W5_1P,W5_2P,W5_3P,W5_4P,W5_1R,W5_2R,W5_3R,W5_4R,W5_1S,W5_2S,W5_3S,W5_4S,
,,,1,486,13,99,99,mur486,Świdnik,8,3,1,2005,2,7,7,1,kucharka,1,budowlanka. własna firma,2,3,4,4,3,4,Policjant. w-f-ista. trener piłki nożnej,4,0,0,0,0,0,0,1,0,0,0,99,2,1,0,0,0,0,5,1,3,1,2,5,4,3,2,3,4,5,5,5,5,4,4,5,4,5,4,2,3,2,4,99,1,5,2,0,0,0,0,0,0,0,0,0,99,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,99,1,2,3,1,1,1,3,1,3,1,3,1,3,1,5,5,5,5,3,3,5,5,5,3,2,3,3,99,99,2,1,1,99,1,1,1,99,1,1,1,99,2,2,2,2,2,2,2,3,1,1,1,99,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,99,1,1,1,99,1,1,1,1,2,2,2,3,1,1,1,99,1,1,1,99,1,1,1,99,2,2,2,3,
1,,,1,487,13,99,99,mur487,Świdnik,8,3,1,2007,2,1,1,1,Jest informatykiem PGE i sprawdza ich systemy,1,pracuje na giełdzie,6,4,99,6,99,99,"Jeszcze nie wiem co chcę robić w życiu, ale na pewno chciałbym pracować na świeżym powietrzu.",5,1,1,1,1,0,1,1,0,0,0,99,5,0,1,0,0,0,2,3,3,2,4,5,5,5,5,4,4,4,5,3,4,4,4,5,5,5,5,5,4,4,4,4,4,3,4,1,3,0,0,0,0,0,0,0,Moje łóżko (leżę sobie i oglądam w telefonie ciekawe programy naukowe),99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,1,1,3,1,1,1,2,2,1,2,3,1,1,1,99,1,1,1,99,1,1,1,99,2,2,2,3,
,,,1,488,13,99,99,mur488,Świdnik,8,3,1,2007,2,7,1,1,99,1,informatyk,4,3,99,4,99,99,Youtuber,1,0,0,0,0,0,0,0,0,0,1,99,5,0,1,0,0,0,1,3,2,1,2,4,1,3,1,1,2,3,2,1,2,2,2,2,2,4,2,4,3,5,3,4,2,2,3,1,3,0,0,0,0,0,0,0,Mój pokój,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,3,1,2,2,1,3,1,3,5,4,3,5,3,5,2,5,2,1,4,1,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,W3. W4. W5 - puste
,,,1,489,13,99,99,mur489,Świdnik,8,3,1,2007,1,2,2,1,sprzedawca,1,elektryk,4,4,99,5,99,99,Chciałabym być architektem wnętrz.,3,0,0,1,0,0,0,0,0,0,0,99,4,0,1,0,0,0,1,3,3,1,3,3,1,1,1,4,3,3,3,3,4,4,2,4,4,5,3,5,4,3,2,2,3,4,4,1,0,0,0,1,0,0,0,1,Szkoła,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,3,1,2,1,3,3,3,3,3,4,2,4,4,4,4,4,2,4,4,3,3,4,2,4,99,99,2,1,2,2,2,2,1,2,2,2,2,3,2,2,1,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,
1,,,1,490,13,99,99,mur490,Świdnik,8,3,1,2007,1,1,1,1,lekarka,1,jubiler,5,5,99,6,99,99,fizjoterapeutka,3,1,0,1,1,0,0,0,0,0,0,99,4,1,1,1,0,1,2,1,1,1,4,2,2,3,4,5,1,5,3,5,4,4,4,3,2,2,2,2,5,5,5,5,5,5,5,2,0,0,0,1,0,0,0,0,99,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,3,2,3,3,1,3,3,3,2,5,1,5,5,1,1,99,1,4,2,1,1,1,1,5,idk,idk,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,
,,,1,491,13,99,99,mur491,Świdnik,8,3,1,2007,1,2,2,1,kucharka w przedszkolu,1,policja,4,4,99,5,99,99,Chciałabym być kucharką i mieć swoją restaurację.,3,0,1,0,0,0,0,0,0,0,0,99,3,0,1,0,0,0,1,2,2,1,3,2,2,3,3,4,4,5,4,3,3,3,4,4,4,4,5,5,5,4,4,4,5,5,5,1,0,0,0,1,0,0,0,0,Szkoła,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,3,2,2,3,3,3,2,4,2,5,5,5,5,99,4,5,4,4,99,4,2,4,99,Jak to działa. że ręka przewodzi prąd,2,88,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,99,2,2,2,3,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,3,1,2,2,3,
,,,1,492,13,99,99,mur492,Świdnik,8,3,1,2006,2,1,1,1,urząd skarbowy,1,policja,3,4,5,99,99,99,żołnierz,3,1,0,1,0,0,0,1,0,0,0,99,2,0,0,1,0,0,1,3,3,2,3,5,2,3,3,3,4,4,3,4,3,4,4,4,5,5,5,5,5,3,2,3,4,3,3,1,3,0,0,0,0,0,2,0,Mój pokój,2,1,2,88,2,1,1,2,1,2,1,1,2,1,2,88,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,4,2,4,3,3,4,3,88,3,3,3,2,3,4,3,99,99,2,1,2,2,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,1,2,3,2,1,99,3,2,2,2,3,1,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,
,,,1,493,13,99,99,mur493,Świdnik,8,3,1,2006,1,1,7,1,Przedszkolanka. wychowawczyni w przedszkolu,7,Brak kontaktu z tatą,2,3,4,99,99,99,Ratownik Medyczny lub Firma prywatna zajmująca się wynajmowaniem ludziom mieszkań na ok. tydzień czasu.,3,1,1,1,0,0,0,0,0,1,0,czasem z kotem XD,4,0,0,1,0,0,2,99,1,1,3,4,2,2,2,3,2,3,2,4,4,4,4,4,4,2,4,3,3,4,2,2,4,5,5,1,0,0,0,0,0,0,0,0,Mąka,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,2,3,1,4,3,5,5,5,5,3,4,5,5,4,4,5,1,3,Nic,Nic,2,2,2,3,2,2,1,2,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,3,2,1,1,2,2,2,2,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,494,13,99,99,mur494,Świdnik,8,3,1,2006,2,7,7,2,99,1,Jest ochroniarzem w Policji,4,4,6,99,99,99,Jako dekorator wnętrz,4,0,0,1,1,0,0,0,0,0,0,99,5,0,1,0,0,0,1,3,1,3,2,5,3,4,3,4,5,4,4,5,5,4,3,5,3,5,4,99,99,99,99,99,99,99,99,1,1,0,0,1,0,0,0,0,dom. szkoła,2,2,1,1,2,2,1,1,1,2,88,1,88,1,1,2,2,88,1,1,1,2,3,1,2,1,3,1,1,1,2,1,4,4,5,5,5,4,5,5,5,5,4,5,5,1,5,99,99,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,495,13,99,99,mur495,Świdnik,8,3,1,2006,2,1,1,1,Poradnia chorób płuc,99,99,88,4,4,99,99,99,Chciałbym być informatykiem,1,0,0,1,0,0,1,0,0,0,0,99,4,1,1,0,0,1,4,1,3,1,3,2,1,3,2,3,2,88,3,5,2,2,3,3,4,3,3,2,2,3,3,4,3,4,3,1,1,0,0,0,0,0,0,0,Dom (mieszkanie w bloku ale nie umiem rysować XD),1,2,88,88,2,2,1,88,1,2,88,88,88,88,1,2,2,88,88,88,2,88,3,2,1,2,1,1,1,2,3,1,3,88,5,3,4,88,1,1,5,5,88,3,88,3,3,Nic. A wogóle to mało eksponatów było. Mogło by być więcej eksponatów.,Za mało wynalazków!!! Nie mam z czeo wybrać! (A ogólnie to gdzie da się kupić kulę plazmową?),2,1,2,88,2,2,1,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,3,2,1,2,3,2,2,2,3,1,1,1,99,1,1,1,99,1,1,1,99,2,2,2,3,
,,,1,496,13,99,99,mur496,Świdnik,8,3,1,2006,2,1,7,1,pielęgniarka,1,geodeta,99,99,99,99,99,99,lekarz,5,0,0,1,1,0,0,0,0,0,0,99,3,0,0,0,1,0,1,1,2,1,3,5,3,4,4,3,3,3,5,5,3,5,4,5,4,5,4,3,2,5,3,3,4,4,5,1,0,0,0,1,0,0,0,0,Szkoła,2,1,2,2,2,2,1,2,1,2,99,2,2,88,1,1,2,2,1,1,1,1,2,1,1,88,1,2,1,3,2,1,1,2,5,3,3,3,3,1,3,1,4,1,1,5,1,Nic,:),2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,497,13,99,99,mur497,Świdnik,8,3,1,2006,2,1,1,1,nauczycielka,1,wodociągi Lublin. stolarz. elektryk,5,5,5,99,99,99,Architekt,5,1,0,1,0,0,0,0,0,0,0,99,5,0,0,1,0,0,3,3,3,2,3,3,3,3,2,5,4,4,5,5,4,5,4,5,3,4,3,3,3,2,4,3,5,5,4,1,2,0,0,0,0,0,1,1,Pokój. kuchnia,2,2,99,2,2,1,1,1,1,2,1,2,1,2,1,99,1,2,2,1,1,88,3,2,3,2,2,1,3,1,2,1,4,2,4,4,4,4,4,5,4,5,5,4,4,2,4,Dowiedziałem się o różnych rzeczach tyle.,NWM,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,498,13,99,99,mur498,Świdnik,8,3,1,2006,1,1,1,1,Nauczycielka angielskieggo (podstawówka. przedszkole. studia),1,Pracuje w Uniwersyteckim Szpitalu Dziecięcym im. Antoniego Gembali w Lublinie,3,5,4,99,99,99,Chciałabym zostać chirurgiem onkologicznym,5,1,0,1,1,0,0,0,0,0,0,99,4,0,0,0,0,1,1,5,4,5,3,4,5,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,88,2,1,88,5,5,3,0,0,0,0,0,0,0,0,mój mózg,2,1,2,2,2,88,2,2,2,2,1,1,2,2,1,1,2,1,1,99,2,99,3,3,1,3,2,2,2,3,2,3,3,1,2,2,4,4,1,2,1,3,4,2,4,3,3,Nic. Nic. Nic,Po co żyję?,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,1,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,3,P45 żart W4 głupie pytanie
,,,1,499,13,99,99,mur499,Świdnik,8,3,1,2006,2,1,1,1,Jest księgową.,1,Jest żołnierzem. rozdaje amuniccję żołnierzom.,4,5,4,4,99,99,Myślę. że chciałbym być lekarzem albo naukowcem.,2,0,1,1,0,0,0,0,0,0,0,99,4,0,0,0,0,1,1,1,2,1,3,5,4,4,3,5,3,5,4,5,4,5,5,5,5,5,5,3,4,3,2,5,5,5,5,1,2,0,0,0,0,0,3,0,Mój pokój.,2,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,3,1,2,1,3,1,2,1,3,1,4,1,5,4,4,4,1,3,4,3,88,4,4,4,3,Że światło jest szybsze od dźwięku. Że im więcej obciążników tym większa masa więc szybko spada np. kula,99,2,2,2,3,1,1,1,2,2,2,2,3,2,1,2,3,2,1,2,88,2,1,2,2,2,2,2,3,2,1,2,3,2,1,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,
1,,,1,500,13,99,99,mur500,Świdnik,8,3,1,2006,1,1,2,1,Starszy kasjer sprzedawca w Jerenimo Martinis Polska SA Biedronka,1,Kierownik Biedronka Jerenimo Martinis Polska SA,3,4,4,99,99,99,Psycholog / psychiatra,4,1,1,1,1,0,1,0,0,1,0,chłopakiem,5,0,1,0,0,0,1,4,2,1,4,3,2,3,3,5,1,2,3,5,2,3,3,3,1,2,1,1,2,4,3,3,4,3,4,1,1,0,1,0,0,0,0,0,Mieszkanie i gdy wychodzę na dwór ze znajomymi.,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,3,3,2,1,2,4,2,1,4,3,2,4,1,3,2,3,4,1,Może dla niektóych ciekawe. Szybko mi się znudziło. Młodsze dzieci były mega ciekawe.,99,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,99,99,99,2,2,2,3,
,,,1,501,13,99,99,mur501,Świdnik,8,3,1,2006,1,1,1,1,Pracuje w sądzie.,1,Pracuje w firmie z narzędziami.,3,4,4,99,99,99,99,4,1,0,0,1,0,0,0,0,0,0,99,4,0,0,0,1,0,3,4,3,2,3,3,2,3,3,3,3,2,4,4,3,3,3,88,3,2,3,2,4,2,2,2,3,3,4,1,1,1,1,0,0,0,0,0,Dom i dwór,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,3,3,2,2,2,4,2,4,3,2,2,4,3,4,4,4,3,4,99,99,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,502,13,99,99,mur502,Świdnik,8,3,1,2006,2,1,1,1,Moja mama pracuje na uniwersytecie Psychologicznym w Lublinie.,1,Jest stolażem.,4,3,5,99,99,99,Chciałbym być piłkarzem ale jeśli by mi nie wyszło chciałbym być architektem wnętrz.,4,1,0,1,0,0,0,1,0,0,0,99,5,1,1,0,0,0,2,3,3,4,4,99,3,3,3,3,3,4,3,5,3,5,3,4,2,4,2,2,2,5,2,4,5,5,5,2,1,1,1,0,0,0,0,1,99,2,99,99,2,2,1,99,2,1,1,1,1,2,2,99,2,99,2,99,1,1,1,1,1,88,88,2,2,2,88,2,2,3,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,2,2,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,3,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,503,13,99,99,mur503,Świdnik,8,3,1,2006,2,1,1,2,99,1,Handlowiec z Idea leasing,3,4,5,99,99,99,Nie mam planów na przyszłość.,1,0,0,0,0,0,0,0,0,0,1,99,3,1,0,0,0,0,1,3,1,1,4,2,2,3,3,5,2,5,5,5,4,3,4,5,4,5,2,1,2,1,2,3,5,5,5,1,0,0,0,1,0,0,0,0,Moja szkoła,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,99,99,99,99,99,99,3,99,3,1,2,4,5,5,5,1,4,3,3,1,1,5,1,99,99,1,1,1,3,2,2,1,2,2,2,2,3,2,1,2,3,2,1,2,2,2,2,2,3,2,2,1,3,2,1,1,2,2,1,2,3,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,504,13,99,99,mur504,Świdnik,8,3,1,2006,1,2,1,1,Z zawodu ciastkarz - piekarz,1,elektryk,4,5,5,99,99,99,Nie mam planów jeszcze.,3,0,0,1,0,0,0,0,0,0,0,99,3,1,1,0,0,0,1,2,1,2,4,2,2,3,3,4,3,4,3,5,4,2,3,3,2,2,2,2,3,2,3,4,4,4,5,0,0,0,0,0,0,0,0,0,99,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,3,1,2,2,4,1,3,2,3,2,3,2,3,2,3,4,1,Nic,Dlaczeo żyje?,1,1,1,1,2,2,1,1,2,2,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,99,99,99,1,99,99,99,1,99,99,99,2,2,1,2,P45 - nie ma rysunku i podpisu ale jest adnotacja nie umiem rysować
,,,1,505,13,6,a,mur505,Świdnik,8,3,1,2008,2,7,7,1,Wiem. że pracuje w krajowej szkole sądownictwa w Lublinie,1,Policja,88,4,99,5,99,99,Nie wiem,99,0,0,0,0,0,0,0,0,1,0,z rodzicami . starszą siostrą,5,0,1,0,0,0,4,99,4,3,4,99,3,3,3,3,3,3,4,4,3,3,3,4,3,4,5,3,3,3,2,3,4,4,4,1,1,0,0,1,4,3,0,0,szkoła. dom. była szkoła dodatkowego j. ang.,2,2,2,2,2,2,2,2,2,2,99,88,2,1,99,99,99,2,99,99,1,99,1,99,2,99,2,99,1,99,1,99,4,2,5,5,5,5,3,2,5,5,3,2,5,3,3,Kula plazmowa jest fajna. A chodzenie pijanym (te gogle) nie jest trudne. Dobrze znam anatomię człowieka (lubię ludzika do składania Gienia),Czy gdybym dotykał normalnej lampki i kuli plazmowej to lampka by się zapaliła?,2,2,99,3,2,1,2,2,2,2,1,3,2,1,1,99,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,3,2,2,1,3,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,3,Dużo dodatkowych komentarzy i dodatkowych kategorii
,,,1,506,13,6,a,mur506,Świdnik,8,3,1,2008,1,1,2,1,Moja mama pracuje w Costaramie.,1,Mój tata pracuje z mamą w Costaramie.,5,4,99,5,99,99,Być fotografem. albo pilotem samolotu.,3,1,1,1,1,0,0,0,0,0,0,99,3,0,0,1,0,0,1,5,3,1,4,3,1,3,4,5,4,5,3,4,4,5,4,3,2,4,2,3,2,4,3,4,3,4,4,1,1,0,0,1,0,0,0,0,Szkoła i dom,2,1,1,2,1,1,2,2,1,2,99,1,2,88,99,99,99,99,99,1,1,1,3,1,2,1,2,1,2,1,3,1,3,2,5,4,5,4,4,2,4,4,4,3,5,3,3,99,99,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,3,2,2,1,3,2,2,1,3,2,2,2,3,2,2,2,3,1,1,1,1,2,2,2,3,2,2,1,3,1,1,1,1,1,1,1,1,2,2,1,3,
,,,1,507,13,6,a,mur507,Świdnik,8,3,1,2008,2,1,2,1,Chemik,1,malarz,4,3,99,5,99,99,spawacz podwodny,5,0,0,1,1,0,0,0,1,0,0,99,5,0,0,0,1,0,2,4,4,3,3,5,2,2,1,3,3,2,3,4,4,4,5,5,5,5,5,5,5,3,3,4,3,4,4,0,0,0,0,0,0,0,0,0,99,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,3,1,3,1,2,2,3,2,3,2,4,1,5,5,5,5,5,5,5,5,3,5,5,1,5,99,99,2,2,2,3,2,2,1,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,3,2,1,1,3,2,2,2,3,2,2,2,3,99,99,99,99,2,2,2,3,2,2,2,3,88,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,3,W3. i W4. - rysunki
,,,1,508,13,6,a,mur508,Świdnik,8,3,1,2007,1,7,1,1,Dentystka,1,Górnik w kopalni 77,4,3,5,5,99,99,Fotograf i pisarz jako dodatkowy zawód. Chciałabym być kucharką w pizzerii,1,1,0,0,0,0,1,0,0,0,0,99,5,1,1,0,0,0,1,3,3,3,4,4,2,3,3,2,3,2,3,3,3,3,4,3,5,5,5,5,5,3,3,3,3,3,3,1,0,0,0,0,0,0,0,2,Serce i miłość rodziców.,2,1,1,1,2,2,2,2,1,2,1,88,2,2,2,2,1,2,2,1,1,1,3,2,2,2,3,1,2,2,3,3,2,2,4,4,4,2,2,3,4,4,4,4,4,3,4,Grafit przewodzi prąd. Origami jest ok. Pole magnetyczne,Jak do kuli plazmowej dostaje się plazma?,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,2,2,2,3,
,,,1,509,13,6,a,mur509,Świdnik,8,3,1,2007,1,1,1,1,księgowa,1,Robi projekty i banery.,4,4,4,4,99,99,Sportowcem lub opiekunem zwierząt,1,1,0,0,0,0,0,0,0,0,0,99,4,1,1,0,0,0,1,2,2,1,3,3,1,2,2,1,2,3,3,4,3,4,3,4,5,5,5,4,4,2,3,2,2,4,3,2,1,1,0,1,0,0,0,0,99,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,3,1,2,1,2,1,2,1,2,2,3,1,5,4,4,5,1,2,4,2,3,2,4,3,2,Tylko to. że kula raziła prądem i był prąd.,Po co chodzimy do szkoły?,2,1,1,2,2,1,1,2,2,2,2,99,2,2,1,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,3,2,2,1,2,2,2,1,3,2,2,1,1,2,2,2,3,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,
1,,,1,510,13,6,a,mur510,Świdnik,8,3,1,2007,2,1,1,1,Księgowa,1,Handlowiec,4,3,99,5,99,99,Pływać,3,0,0,1,0,0,0,0,0,0,0,99,3,0,0,1,0,0,2,3,3,3,99,2,2,3,4,4,3,5,5,5,4,4,3,5,4,5,3,3,3,4,2,3,4,4,5,2,0,0,0,1,0,0,0,0,99,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,3,1,2,1,3,1,2,1,2,1,5,2,5,5,5,4,4,3,4,3,4,4,5,1,4,99,Czemu drewno przewodzi prąd.,2,2,2,3,2,1,1,2,2,2,2,3,2,2,1,3,2,2,1,1,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,3,1,1,1,1,1,1,1,99,2,2,2,3,
,,,1,511,13,6,a,mur511,Świdnik,8,3,1,2007,2,1,1,1,pracuje w przedszkolu,1,Budowy. architekt,5,4,99,5,99,99,Informatyk,3,99,99,99,99,99,99,99,99,99,99,99,5,0,0,1,0,0,1,4,3,3,3,1,2,3,1,2,3,4,4,4,3,4,3,5,4,4,5,4,4,4,2,2,3,3,4,1,0,0,0,1,0,0,0,0,Szkoła,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,3,1,2,2,3,3,1,3,2,3,4,5,4,3,2,3,4,3,5,1,3,1,99,99,2,2,2,2,2,1,1,1,2,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,3,1,1,2,2,1,1,1,3,99,99,99,99,99,99,99,99,2,2,2,3,
